ID,Sentence A,Sentence B
413,24. 나는 자율주행 시스템을 과도하게 신뢰합니다. ,12. 자율 주행 시스템을 사용하다가 교통 법규를 위반하는 것은 차량 책임이기 때문에 신경 쓸 필요가 없습니다. 
414,24. 나는 자율주행 시스템을 과도하게 신뢰합니다. ,14. 제어권 전환 요청이 오더라도 즉각적으로 대응할 필요는 없다고 생각합니다. 
415,28. 나는 조건부 자율 주행 중에 졸리면 자도 된다고 생각합니다. ,11. 사람의 감독 없이도 자율 주행 시스템이 거친 도로나 일방통행 도로를 알아서 주행할 것이라고 믿습니다. 
416,28. 나는 조건부 자율 주행 중에 졸리면 자도 된다고 생각합니다. ,17. 자율 주행 시스템이 부분적으로 오래됐거나 오작동하더라도 차량을 운전하는 것은 괜찮습니다. 
417,28. 나는 조건부 자율 주행 중에 졸리면 자도 된다고 생각합니다. ,33. 나는 자율주행 중 전방을 주시할 의무가 전혀 없다고 생각합니다. 
418,28. 나는 조건부 자율 주행 중에 졸리면 자도 된다고 생각합니다. ,34. 나는 돌발 상황이 생기면 운전자가 직접 나서지 않아도 자율주행 기술이 해결할 것이라고 믿습니다. 
419,28. 나는 조건부 자율 주행 중에 졸리면 자도 된다고 생각합니다. ,12. 자율 주행 시스템을 사용하다가 교통 법규를 위반하는 것은 차량 책임이기 때문에 신경 쓸 필요가 없습니다. 
420,28. 나는 조건부 자율 주행 중에 졸리면 자도 된다고 생각합니다. ,14. 제어권 전환 요청이 오더라도 즉각적으로 대응할 필요는 없다고 생각합니다. 
421,11. 사람의 감독 없이도 자율 주행 시스템이 거친 도로나 일방통행 도로를 알아서 주행할 것이라고 믿습니다. ,17. 자율 주행 시스템이 부분적으로 오래됐거나 오작동하더라도 차량을 운전하는 것은 괜찮습니다. 
422,11. 사람의 감독 없이도 자율 주행 시스템이 거친 도로나 일방통행 도로를 알아서 주행할 것이라고 믿습니다. ,33. 나는 자율주행 중 전방을 주시할 의무가 전혀 없다고 생각합니다. 
423,11. 사람의 감독 없이도 자율 주행 시스템이 거친 도로나 일방통행 도로를 알아서 주행할 것이라고 믿습니다. ,34. 나는 돌발 상황이 생기면 운전자가 직접 나서지 않아도 자율주행 기술이 해결할 것이라고 믿습니다. 
424,11. 사람의 감독 없이도 자율 주행 시스템이 거친 도로나 일방통행 도로를 알아서 주행할 것이라고 믿습니다. ,12. 자율 주행 시스템을 사용하다가 교통 법규를 위반하는 것은 차량 책임이기 때문에 신경 쓸 필요가 없습니다. 
425,11. 사람의 감독 없이도 자율 주행 시스템이 거친 도로나 일방통행 도로를 알아서 주행할 것이라고 믿습니다. ,14. 제어권 전환 요청이 오더라도 즉각적으로 대응할 필요는 없다고 생각합니다. 
426,17. 자율 주행 시스템이 부분적으로 오래됐거나 오작동하더라도 차량을 운전하는 것은 괜찮습니다. ,33. 나는 자율주행 중 전방을 주시할 의무가 전혀 없다고 생각합니다. 
427,17. 자율 주행 시스템이 부분적으로 오래됐거나 오작동하더라도 차량을 운전하는 것은 괜찮습니다. ,34. 나는 돌발 상황이 생기면 운전자가 직접 나서지 않아도 자율주행 기술이 해결할 것이라고 믿습니다. 
428,17. 자율 주행 시스템이 부분적으로 오래됐거나 오작동하더라도 차량을 운전하는 것은 괜찮습니다. ,12. 자율 주행 시스템을 사용하다가 교통 법규를 위반하는 것은 차량 책임이기 때문에 신경 쓸 필요가 없습니다. 
429,17. 자율 주행 시스템이 부분적으로 오래됐거나 오작동하더라도 차량을 운전하는 것은 괜찮습니다. ,14. 제어권 전환 요청이 오더라도 즉각적으로 대응할 필요는 없다고 생각합니다. 
430,33. 나는 자율주행 중 전방을 주시할 의무가 전혀 없다고 생각합니다. ,34. 나는 돌발 상황이 생기면 운전자가 직접 나서지 않아도 자율주행 기술이 해결할 것이라고 믿습니다. 
431,33. 나는 자율주행 중 전방을 주시할 의무가 전혀 없다고 생각합니다. ,12. 자율 주행 시스템을 사용하다가 교통 법규를 위반하는 것은 차량 책임이기 때문에 신경 쓸 필요가 없습니다. 
432,33. 나는 자율주행 중 전방을 주시할 의무가 전혀 없다고 생각합니다. ,14. 제어권 전환 요청이 오더라도 즉각적으로 대응할 필요는 없다고 생각합니다. 
433,34. 나는 돌발 상황이 생기면 운전자가 직접 나서지 않아도 자율주행 기술이 해결할 것이라고 믿습니다. ,12. 자율 주행 시스템을 사용하다가 교통 법규를 위반하는 것은 차량 책임이기 때문에 신경 쓸 필요가 없습니다. 
434,34. 나는 돌발 상황이 생기면 운전자가 직접 나서지 않아도 자율주행 기술이 해결할 것이라고 믿습니다. ,14. 제어권 전환 요청이 오더라도 즉각적으로 대응할 필요는 없다고 생각합니다. 
435,12. 자율 주행 시스템을 사용하다가 교통 법규를 위반하는 것은 차량 책임이기 때문에 신경 쓸 필요가 없습니다. ,14. 제어권 전환 요청이 오더라도 즉각적으로 대응할 필요는 없다고 생각합니다. 
